Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
0,34,1,1,1,7,201,12,0
0,51,1,0,1,3,89,20,0
1,34,1,0,0,1,45,15,0
0,32,1,1,1,3,115,12,0
1,43,1,1,1,5,104,15,1
0,51,1,1,0,1,56,8,0
1,69,1,1,1,3,6,20,0
1,54,1,1,1,5,21,13,1
1,45,1,0,1,3,124,15,1
1,57,1,1,0,1,94.5,20,0
0,54,1,0,1,3,71,9,0
0,59,1,0,0,3,114,18,0
0,48,1,1,1,4,130,18,1
0,50,1,1,0,1,147,18,1
1,37,1,1,0,4,149,15,0
1,66,1,0,1,2,7,16,1
0,47,1,1,1,2,206,15,1
0,52,1,0,0,1,32,8,0
1,58,1,1,0,3,5,15,0
0,44,1,1,1,4,282,15,0
1,43,1,1,1,2,78,20,0
1,33,1,1,1,3,84.5,15,0
0,63,1,1,0,1,37,10,0
1,48,1,1,0,2,87,20,0
1,31,1,1,0,6,45,18,0
0,50,1,1,1,3,150,12,0
0,48,1,0,1,3,8,9,1
0,44,1,1,1,4,86,20,1
1,55,1,1,1,5,146,15,1
1,46,1,1,1,2,160,15,0
0,36,1,1,1,2,132,18,1
0,50,1,1,1,4,140,18,1
1,44,1,1,1,4,116,16,1
1,35,1,1,0,1,49,18,0
0,43,1,1,1,3,75,8,0
1,44,1,1,1,4,141,15,0
1,37,1,1,1,5,55,18,0
0,63,1,1,0,2,4,8,1
1,63,1,1,1,2,23,20,0
1,45,1,1,0,1,73,20,0
0,38,0,1,1,4,118,8,1
0,46,1,0,1,3,36,20,1
1,54,1,1,0,1,132,16,0
1,49,1,1,1,2,102.5,15,1
0,55,1,1,0,3,74,18,1
0,43,1,1,1,3,37,20,1
1,49,1,1,0,1,14,18,0
1,45,1,0,1,3,134,18,0
0,32,1,1,1,3,147.5,18,1
0,45,1,1,1,4,298,15,1
0,43,1,0,1,3,15,20,0
1,33,1,1,1,4,103,15,1
1,34,0,1,1,7,147,15,0
0,52,1,1,1,2,143,18,1
1,59,1,1,0,3,93,20,0
0,40,0,0,1,6,157,12,1
0,36,1,1,1,3,71,9,1
1,57,1,1,1,4,122,15,0
1,57,1,1,1,2,79,20,0
0,35,1,0,0,1,58,18,0
0,66,1,1,1,4,43,20,1
1,60,0,1,1,3,113,20,0
1,38,0,1,1,6,87,15,0
1,41,1,1,1,7,109,15,1
1,53,1,1,1,3,92,20,0
1,41,0,1,1,7,76,15,1
0,38,1,1,1,3,103,12,1
0,37,0,1,1,4,138,12,1
0,58,1,0,1,4,70,20,0
0,46,1,1,1,5,140,12,1
0,37,1,1,1,6,211,12,1
1,35,1,1,0,1,204,18,0
1,38,1,1,1,3,138,15,1
0,52,0,1,1,4,95.5,8,1
0,50,1,1,1,6,148,12,0
1,35,1,1,0,2,23,18,0
0,71,1,1,1,2,91,20,1
1,34,1,1,1,6,82,18,0
0,55,1,1,0,3,61,10,0
1,60,1,1,1,3,15,20,0
1,45,1,1,1,2,63.5,15,1
0,46,1,1,0,2,97,8,1
1,62,1,1,1,4,110,13,0
0,38,1,1,0,1,93.5,18,1
0,49,1,1,1,2,78,9,1
1,35,1,0,1,3,218,15,1
0,53,1,1,0,4,29,9,1
0,52,1,1,1,3,148,20,1
0,36,1,1,0,2,31,8,0
1,59,1,1,1,4,75,16,1
0,57,1,1,1,3,17,20,1
0,76,1,1,1,4,125,8,0
0,36,1,1,1,3,169,12,1
0,44,1,1,1,5,177,15,1
0,57,1,1,0,1,68,20,1
0,43,1,1,0,2,35,20,1
0,31,0,1,1,6,101,12,1
0,48,1,1,1,2,62,20,1
0,45,1,1,1,3,195,20,1
1,33,1,1,1,4,65,15,0
1,48,1,1,1,6,127,15,1
0,57,1,1,1,4,87,18,1
0,50,0,1,0,1,21,8,1
1,65,0,1,1,2,93,20,0
0,59,1,1,0,1,59,20,1
0,52,1,1,1,2,63.5,18,1
0,41,1,1,1,5,194,15,1
0,54,1,1,0,1,232,20,1
0,43,1,1,1,2,103.5,10,0
1,40,1,0,1,5,116,15,0
1,40,1,1,1,2,19,18,0
0,34,1,1,1,6,130,8,1
1,46,1,1,1,2,47,15,1
1,58,1,1,1,3,74,18,0
0,35,0,1,0,2,96.5,9,0
1,53,1,1,1,3,73,20,0
0,52,1,1,0,2,45,18,1
0,52,1,1,1,3,497,20,0
0,40,0,1,1,3,267,15,1
1,50,0,1,1,3,37,20,0
1,50,1,1,1,5,93,15,0
0,55,1,1,1,4,159,20,1
1,48,1,1,1,5,161,15,0
1,51,1,1,1,3,130,18,0
0,47,0,0,1,3,334,15,0
0,29,1,1,1,3,143,18,1
0,40,1,1,1,4,95,18,1
0,44,1,1,0,2,59,20,1
0,76,1,0,0,3,10,20,1
1,57,1,1,1,5,162,13,0
0,39,0,0,1,4,68,12,0
0,32,1,1,1,5,187,8,0
0,32,1,1,1,4,87,12,0
1,44,1,1,1,2,123,15,1
0,57,1,1,0,1,13,8,1
1,34,1,1,1,5,39,15,0
0,54,1,1,1,4,112,18,1
0,59,1,1,1,5,155,20,1
1,45,1,1,0,1,6,18,0
0,69,0,1,1,4,53,20,1
1,61,1,1,1,2,48,20,0
1,34,1,1,1,4,65,15,0
0,40,1,1,1,4,160,12,1
1,46,1,1,0,2,66,15,0
0,55,0,1,1,3,94,20,1
0,59,1,1,0,4,36,8,0
1,36,1,1,1,3,6,15,0
1,45,1,1,0,3,126,20,0
0,66,1,1,0,2,16,20,1
0,47,1,1,1,3,63,18,1
0,36,1,0,0,7,111,12,1
0,47,1,0,1,4,63,20,1
1,60,1,1,1,3,79,20,0
0,51,1,1,1,2,86,20,1
1,54,1,1,1,5,96,15,1
0,43,1,0,1,3,394,12,1
1,61,1,0,0,2,52,16,0
1,46,1,1,1,4,146,15,0
0,62,0,1,1,3,56.5,8,1
0,48,1,0,1,2,12,8,0
0,61,0,1,0,1,85.5,8,0
0,69,1,0,1,3,44,20,0
0,51,1,1,1,4,130,12,0
1,43,1,1,1,2,149,15,0
1,50,1,1,1,5,47,18,0
0,50,1,1,1,2,56.5,8,1
1,51,1,1,1,6,4,15,1
0,31,0,1,1,3,51,8,0
0,39,0,1,0,1,105,18,1
0,36,0,1,1,3,45,8,1
1,36,1,1,1,3,345,15,1
1,45,1,1,1,6,97,16,1
0,34,1,1,1,4,321,15,1
0,31,0,1,0,1,17,8,0
0,56,1,0,0,2,47,20,1
1,43,1,1,0,4,55,15,0
0,44,1,0,1,5,93,18,1
1,65,1,1,1,6,70,16,1
0,66,1,1,0,2,31,20,1
1,57,1,1,1,3,131,20,0
1,43,1,1,1,2,85,18,0
0,36,1,1,1,3,270,8,1
1,53,1,1,0,3,82,18,0
0,45,1,0,1,4,128,18,0
1,54,1,1,0,1,202,18,0
0,47,1,1,1,4,214,12,1
1,53,0,1,1,2,163,15,0
0,38,1,1,0,3,203,15,0
0,60,1,1,0,1,74,8,0
1,43,0,1,1,5,91,20,0
1,56,0,1,0,1,151,20,0
0,51,1,1,1,7,134,12,0
1,35,1,1,0,4,32,18,0
0,56,1,0,0,2,165,20,1
0,48,1,1,1,3,276,15,1
1,60,1,1,0,1,24,20,1
1,66,0,1,1,5,107,16,0
0,52,1,1,1,3,64,18,1
1,58,1,0,1,4,151,16,1
0,54,1,1,0,1,23,8,0
0,48,1,1,0,1,23,20,1
1,49,1,1,1,4,28,20,0
1,45,1,0,1,2,157,16,0
1,44,0,1,0,1,133,15,0
0,42,1,1,1,4,94,12,1
0,47,1,1,1,3,97,10,1
0,36,1,1,1,7,133,18,1
0,72,1,0,1,5,91,20,1
0,43,1,0,1,3,153,12,1
0,39,1,1,1,5,136,18,1
1,72,1,1,1,3,125,20,0
0,62,1,1,0,1,31,20,1
1,43,1,1,1,3,148,15,0
1,43,1,1,1,5,32,13,1
0,54,1,1,1,4,171,20,1
1,42,1,1,1,2,175,18,0
0,48,1,0,1,4,87.5,8,1
0,42,1,0,0,1,96,18,0
0,46,1,1,1,3,135,18,1
0,40,1,1,1,5,100,12,1
0,57,1,1,0,2,5,12,1
0,52,1,0,0,2,58,20,0
1,47,1,1,0,1,37,20,0
0,51,1,0,0,1,37,18,1
1,60,1,1,0,1,145,20,0
0,40,1,1,1,3,147,9,1
1,42,1,1,1,2,124,15,0
0,39,1,1,1,3,82,18,1
0,46,1,0,0,1,56,18,0
0,48,1,1,1,2,171,20,1
0,39,0,1,1,3,180,18,1
0,45,0,1,1,2,59,8,0
1,34,1,0,1,3,70,15,0
1,67,1,0,0,1,111.5,13,1
0,38,0,1,1,3,99,8,1
0,52,1,1,1,4,352,15,1
0,40,1,1,1,2,78,12,1
0,45,1,0,1,5,113,20,0
0,53,1,1,1,5,176,12,1
0,42,1,1,1,4,246,8,0
0,58,1,1,0,2,34,8,0
0,49,1,0,0,1,55,18,0
0,43,1,1,1,6,349,12,0
0,54,1,0,1,3,96,18,0
1,70,1,1,1,2,47,20,0
0,45,1,1,0,1,60,18,1
0,40,1,0,1,2,180,15,0
1,47,1,1,1,6,159,15,1
0,57,1,0,1,4,123,20,0
0,53,1,1,1,4,188,16,0
1,53,1,1,1,2,34,20,0
1,47,0,1,1,4,113,16,0
1,57,1,1,0,1,85,20,0
1,68,1,1,1,3,171.5,20,0
0,48,1,1,1,3,197.5,18,1
1,53,1,1,0,2,67,18,0
0,44,1,1,0,5,19,18,1
0,56,1,0,1,7,25,8,0
0,44,1,1,1,6,170,9,0
0,57,1,1,1,2,215,20,1
0,49,1,1,0,1,125,20,1
0,39,1,1,1,3,132,8,1
0,48,1,1,1,4,53,20,1
1,60,1,1,0,4,18,16,0
0,41,1,0,1,3,63,18,1
0,46,1,1,1,6,166,12,0
0,42,1,1,1,4,133,18,1
1,34,1,1,1,3,154,15,0
0,52,1,1,1,5,117,12,0
1,61,0,0,1,4,165,16,1
0,53,0,0,0,2,35,8,1
0,47,1,1,1,3,16,9,0
0,61,1,1,1,4,67,20,1
1,45,1,1,0,1,127,18,0
1,45,1,1,1,3,75,20,0
0,62,1,0,1,3,110,20,1
1,46,1,1,1,4,134,15,1
1,42,1,0,1,4,103,15,1
0,47,1,0,1,5,91,20,0
0,52,1,1,0,1,73,20,1
1,52,0,1,0,1,73,18,0
1,34,1,1,0,2,25,15,0
1,49,1,0,1,3,157,15,0
0,50,1,1,1,6,9,8,1
0,60,1,1,1,4,42,8,1
1,47,1,1,1,2,157,18,0
1,52,1,1,0,1,27,13,0
0,42,1,1,1,6,69,8,1
1,50,1,1,1,3,165,20,0
1,58,1,1,1,4,154,20,0
1,49,1,1,1,2,95,20,0
0,53,1,0,1,4,280,20,1
1,33,1,1,0,1,104,15,1
0,45,1,1,1,3,112.5,12,1
1,47,1,1,1,2,150,15,0
0,65,0,1,0,1,119,20,1
1,46,1,1,1,5,89,20,0
0,43,1,1,1,2,35,8,0
1,40,0,1,0,2,56,18,1
1,39,1,1,0,2,143,15,1
0,51,1,1,1,6,141,18,1
1,47,1,0,1,3,101,15,0
1,56,1,0,1,3,101,15,0
1,43,1,1,1,3,164,15,1
0,37,1,1,1,4,174,18,1
0,46,0,1,1,4,147,8,1
0,55,1,0,1,3,164,18,0
0,48,1,1,1,2,41,8,0
1,35,0,0,1,5,94,18,1
0,42,1,1,0,1,6,18,1
1,41,1,1,1,5,102,18,0
1,64,1,1,1,3,134,13,1
0,57,0,0,1,3,98,8,0
1,39,1,1,1,4,204,18,0
1,42,1,1,1,4,106,13,0
0,53,1,1,0,1,185,9,0
0,53,1,1,1,5,69.5,9,0
0,75,1,1,0,2,107,20,1
1,47,1,1,1,5,118,15,1
0,44,1,1,1,4,312,15,0
0,50,1,1,1,2,6,20,1
1,55,1,1,0,1,102,20,0
1,56,1,1,1,3,96,20,0
1,42,1,1,1,4,98,12,1
0,38,1,1,1,5,114,12,0
0,54,1,1,1,6,120,12,1
1,42,1,1,1,3,104,20,0
1,56,1,1,1,4,51,20,0
1,55,1,1,1,2,94,16,0
1,64,1,1,1,6,110,13,0
0,58,1,1,1,5,80,18,1
0,56,0,1,1,2,170,18,1
1,54,1,0,1,2,70,20,1
1,52,1,1,1,5,22,15,1
0,43,1,0,1,3,93,18,1
0,57,1,1,0,4,144,18,1
0,55,1,0,1,6,53,8,1
0,66,1,1,0,1,30,8,1
0,54,1,0,1,6,82,18,0
0,47,1,1,1,7,93,8,0
0,59,1,0,1,2,67,20,0
1,56,1,1,1,3,174,20,0
0,56,1,0,0,2,118,18,1
0,43,1,0,1,3,44,18,1
0,43,1,1,1,3,91,20,1
1,51,1,0,1,4,143,15,1
1,48,0,0,1,3,59.5,15,0
1,50,1,1,0,2,64,18,0
1,46,1,1,0,2,83,20,0
0,50,1,1,1,2,180,18,1
1,30,1,1,1,3,31,18,0
0,45,1,1,1,5,180,8,0
0,59,1,0,1,3,157,20,1
0,49,1,1,1,2,288,15,1
1,36,1,1,0,3,130,12,1
0,69,1,1,0,2,57,20,1
1,74,1,1,1,3,40,16,0
0,39,0,1,0,2,26,8,1
1,51,1,1,0,2,46,20,0
0,38,1,1,1,3,160,18,1
0,41,1,1,1,3,28,12,1
0,45,1,0,1,6,146,12,1
1,42,1,0,1,3,112,15,0
0,58,1,1,1,3,14.5,20,1
1,66,1,1,1,2,187,20,0
1,33,1,1,1,4,142,15,0
1,36,1,0,1,3,165,15,0
1,52,1,1,1,2,39,16,1
1,32,1,1,0,3,60,18,0
1,32,1,1,0,5,121,15,0
0,48,1,1,1,5,193,20,1
0,55,1,0,0,1,10,8,0
1,42,1,1,1,2,95,18,0
0,56,0,0,1,2,25,8,0
1,51,1,1,1,2,15,16,0
0,36,1,1,0,3,63.5,9,0
0,46,1,0,0,5,8,8,0
0,44,1,1,1,4,380,18,0
1,33,1,1,1,2,80,15,0
0,37,1,1,1,3,72,18,1
0,30,0,1,1,2,27,9,0
1,42,1,0,0,2,52,15,1
1,45,1,1,1,3,143,13,1
0,60,1,1,1,7,211,16,0
1,49,1,1,1,5,69,20,0
0,53,0,0,0,1,84,20,1
0,57,1,1,1,3,547,20,1
0,34,0,0,0,1,82.5,8,0
0,46,1,1,0,1,156,20,1
0,62,1,1,0,1,134,20,1
0,34,0,1,1,3,11,8,0
1,44,1,1,0,5,42,13,1
0,30,1,1,1,6,257,8,0
0,31,1,1,0,4,53,8,1
0,46,1,1,1,4,111,18,1
1,40,1,0,1,4,129,15,1
0,43,1,1,1,2,27,18,1
1,50,1,1,1,4,111,20,0
0,60,1,0,1,5,31,20,1
0,56,0,1,1,3,37,8,0
0,43,1,1,1,5,115,12,1
1,50,0,1,1,4,106,20,0
0,50,0,1,1,2,99,18,1
1,46,1,1,0,1,69,20,0
0,43,1,1,1,4,162,18,1
0,49,1,1,1,3,220,12,1
1,62,1,1,1,5,162,13,1
1,50,1,1,1,3,36,20,0
0,47,1,0,1,3,44,18,1
0,42,1,1,1,5,80,18,1
0,42,1,1,1,5,174,12,1
0,58,0,1,0,2,36,8,1
0,41,1,0,1,4,104,20,0
1,36,1,1,1,4,137,15,1
0,51,1,0,0,1,91.5,20,0
0,54,1,1,1,6,148,9,1
0,45,1,1,1,4,102,18,1
1,57,1,1,0,1,83,20,0
1,68,1,1,1,6,106,20,0
0,41,1,0,1,2,34,8,1
1,46,1,1,0,2,72,20,0
1,43,1,1,1,5,118,15,1
0,49,1,1,1,3,549,20,1
0,42,1,1,1,4,154,12,1
0,63,0,1,1,4,162,8,1
0,64,1,1,0,3,30,20,1
0,51,0,1,0,2,61.5,20,1
1,55,1,1,1,6,107,18,0
0,75,1,1,1,2,147,20,1
0,38,1,1,1,4,265,15,1
0,38,1,1,1,4,127,18,1
0,50,1,1,1,5,94,8,1
1,30,1,1,1,4,161,15,0
0,32,1,0,1,6,286,15,0
0,44,1,0,1,3,19,18,0
1,47,1,1,1,3,97,18,1
0,48,1,1,1,2,124,20,1
0,37,1,1,1,4,7,9,0
1,54,1,1,1,6,74,13,1
0,46,1,1,1,3,72,12,1
0,39,1,1,0,1,130,18,1
1,32,1,1,0,4,15,15,1
0,49,0,1,1,2,16,8,0
0,49,1,1,1,3,64,20,1
0,29,1,1,1,2,248,18,1
1,54,1,0,0,5,59,13,0
1,44,1,1,1,2,81,15,0
0,38,1,1,1,4,49,12,0
1,43,1,1,0,1,36,10,1
1,48,1,1,1,3,103,18,1
0,58,0,1,1,2,411,8,0
1,43,1,1,1,3,153,15,1
0,44,1,1,1,4,5,8,1
0,45,1,1,1,2,152,20,1
0,34,1,0,1,3,108,12,0
0,53,1,1,1,4,47,8,0
1,33,1,1,1,5,150,15,0
1,39,1,1,1,4,31,15,1
1,32,1,1,1,5,120,15,1
0,49,0,1,1,3,123,20,1
0,45,1,1,0,1,462,15,0
0,30,1,0,1,2,50,8,1
0,55,1,1,1,4,13,20,1
0,42,0,1,1,7,124,8,1
0,57,1,0,0,1,83,20,0
1,65,1,1,1,3,150,16,1
1,66,1,1,1,3,8,20,0
0,45,0,0,1,2,36,10,1
0,35,1,0,1,5,436,15,0
1,49,1,1,1,3,55,20,0
1,49,1,1,1,4,96,15,1
0,74,0,0,1,2,68,20,0
0,47,1,1,1,2,184,15,1
0,42,1,1,1,4,241,18,1
0,60,1,1,1,3,67,20,1
0,50,1,1,0,4,179,9,0
0,58,1,1,1,5,136,8,1
1,38,1,1,1,3,55,18,0
1,52,0,1,1,3,158,15,1
0,51,1,0,0,1,61.5,9,1
1,40,1,1,0,1,68,18,0
0,57,0,1,1,6,84,20,1
0,48,1,0,1,3,76,20,1
0,48,1,0,1,3,110,20,1
1,48,1,1,0,1,38,18,0
0,60,1,0,0,4,70,20,0
1,46,1,1,1,2,95,20,0
0,45,1,1,1,3,59,18,1
1,47,1,1,0,1,49,18,0
1,44,1,0,1,7,154,15,1
0,58,1,0,1,3,37,8,1
1,37,1,1,1,4,46,18,0
0,49,1,0,1,2,127,8,1
0,49,1,0,1,5,99,18,1
1,32,1,1,1,6,97,15,0
1,46,1,1,1,3,48,15,1
0,58,1,1,1,3,66.5,8,0
0,43,1,0,1,3,14,20,0
1,57,1,1,1,6,173,16,0
1,37,1,1,1,7,23,18,0
1,60,1,1,0,6,14,16,1
0,45,1,1,1,4,269,20,0
1,55,1,1,0,5,117,13,1
0,49,1,1,1,5,127,12,1
0,39,1,1,1,4,267,15,0
0,55,1,1,1,2,125,18,1
0,51,1,1,0,1,200,20,1
0,36,1,1,1,5,262,18,1
1,41,1,1,1,2,166,18,0
1,48,1,1,1,4,172,20,0
1,50,1,1,1,3,132,15,0
1,38,1,1,1,4,52,15,0
0,46,1,0,1,2,104.5,18,1
1,49,1,1,1,2,199,18,0
0,33,1,1,1,7,117,12,0
0,62,1,1,0,2,21,8,0
0,74,0,1,1,2,130,10,1
0,49,1,1,0,4,139,20,1
1,67,0,1,1,5,129,8,0
0,35,1,1,1,5,128,18,1
1,57,1,1,1,3,141,20,0
1,40,1,1,1,4,23,15,0
1,52,1,1,1,2,159.5,18,0
1,62,1,1,1,4,116,20,0
0,53,1,1,1,5,28,20,1
0,28,0,1,1,5,174,12,0
0,46,1,1,1,2,113,20,1
0,47,0,1,1,3,83,8,0
1,44,1,0,1,3,148,15,1
0,65,1,0,1,5,332,20,1
0,58,1,1,1,3,204,18,1
1,47,1,1,1,3,121,20,0
0,54,0,1,0,1,36,10,0
1,49,0,1,1,3,172,18,0
0,58,0,0,1,2,25,8,1
1,60,1,1,1,2,40,20,0
0,62,1,1,1,5,66,8,0
0,50,1,0,1,4,143,18,0
0,50,1,1,0,1,54,8,0
0,43,1,0,0,3,58,18,1
1,51,1,0,1,7,73,13,1
0,43,1,0,1,5,96,12,1
1,35,0,0,0,1,87,15,1
0,36,1,1,0,4,99,12,0
1,56,1,0,1,4,149,13,0
0,48,0,1,1,2,172,20,1
0,39,1,0,1,3,238,15,1
0,51,1,1,1,5,90,18,1
0,34,1,0,1,4,192,15,1
1,52,1,1,0,2,119.5,18,0
1,41,1,1,1,3,32,18,0
1,40,1,1,1,4,54,18,0
1,45,1,1,1,3,62,15,0
0,58,1,0,0,2,26,8,0
1,43,1,1,1,4,31,13,1
0,49,1,1,0,1,68,20,1
1,54,1,1,0,1,65,13,0
0,36,1,0,1,4,84,18,1
1,33,1,1,1,2,105,18,0
0,56,1,1,1,5,83,9,0
0,53,1,0,1,4,60,20,0
1,40,1,1,1,2,22,16,0
0,33,1,0,1,5,361,15,0
0,55,1,1,1,3,68,20,1
0,39,1,1,1,2,382,15,0
0,51,1,0,1,5,11,9,0
0,31,1,0,0,3,12.5,8,1
0,48,1,1,1,3,84,9,0
1,45,1,1,1,4,122,18,0
0,43,0,1,0,6,126,8,0
1,39,1,1,1,3,116,18,0
1,37,1,1,1,3,138,18,0
0,29,1,1,1,5,280,15,1
1,34,1,1,1,4,214,18,0
0,29,1,1,1,3,211,15,0
1,33,1,1,1,3,144,15,1
1,54,1,1,0,4,121,18,0
0,44,1,1,0,4,51,12,1
1,41,1,1,1,3,105,15,0
0,29,1,1,1,3,76,12,0
0,66,1,0,1,2,68.5,20,1
0,44,0,1,1,3,40,8,0
0,64,1,1,1,5,159,8,0
0,74,1,1,1,3,19,20,1
0,47,1,0,0,1,69.5,20,0
1,67,1,1,1,4,115,20,0
0,38,1,1,1,3,12,18,1
1,35,1,1,0,1,109,15,0
0,35,1,1,1,4,204,15,1
1,45,1,1,1,3,39,15,0
1,40,1,1,1,2,43,15,1
0,52,1,1,1,2,87.5,20,1
1,40,1,1,1,7,105,12,1
0,39,1,1,0,1,6,8,1
1,44,1,1,1,4,118,15,0
1,71,0,1,0,2,118,13,1
0,50,1,1,1,3,21,9,1
1,56,1,1,0,3,45,15,0
0,57,0,0,1,4,125,8,1
1,68,1,0,1,4,81,16,1
1,49,1,1,1,3,148,15,1
1,50,1,1,1,2,62,15,1
1,41,1,1,1,2,55,18,0
0,48,1,0,0,1,191,18,1
0,44,1,1,1,3,63,18,1
1,55,1,1,1,6,72,13,0
0,70,1,0,0,1,8,20,1
1,53,1,0,1,3,134,15,1
1,74,1,1,0,1,96,20,0
1,56,1,1,1,5,72,18,0
1,56,1,1,1,3,103,20,0
0,53,1,0,1,6,29,10,1
0,45,0,1,0,1,116,12,1
0,30,1,0,0,2,144,18,1
0,32,1,1,1,5,226,8,0
1,62,1,1,1,3,76,20,0
1,48,1,1,1,4,137,15,1
0,44,1,1,1,6,83,20,1
1,34,1,1,1,3,168,15,0
1,41,1,1,1,4,109,20,0
0,45,1,0,1,2,126.5,8,0
0,34,1,0,1,6,74,18,0
0,38,1,1,0,1,187,15,0
1,44,1,1,1,7,22,13,1
0,62,1,1,0,2,7,10,0
1,44,1,1,1,2,126,18,0
1,53,1,1,1,5,12,18,0
0,55,1,1,1,5,11.5,8,0
1,31,1,1,1,3,108,18,0
1,41,1,1,1,3,155,15,0
0,46,1,1,1,3,183,20,1
0,40,1,1,1,2,253,20,1
0,57,1,1,1,5,100,10,0
1,48,1,1,1,2,87,20,0
0,67,1,0,1,3,138,20,1
0,65,0,1,1,2,38,8,1
0,54,1,1,1,4,188,18,1
0,41,1,1,1,5,498,16,0
0,60,1,1,0,1,33,8,0
1,67,1,1,1,3,55,16,1
1,31,1,1,1,4,151.5,15,0
0,35,1,1,1,5,67,12,0
0,65,0,0,0,3,7,8,1
0,63,1,1,0,1,125,8,0
0,62,1,0,1,4,65,8,0
1,56,1,1,0,4,42,20,0
1,36,1,1,1,5,141,15,0
1,38,0,1,1,6,97,15,1
1,47,1,0,1,7,136,15,1
0,43,1,0,1,4,77,12,0
0,59,1,1,0,3,24,8,1
0,30,1,1,1,5,89,8,1
0,33,1,1,1,5,135,12,0
0,33,1,0,1,4,271,15,1
0,44,1,1,1,4,186,20,1
0,49,1,1,1,7,238,15,1
0,48,1,1,1,3,74,12,0
1,39,1,1,1,3,87,18,0
1,36,0,0,1,6,126,15,1
0,43,1,1,1,4,150,18,1
0,48,0,1,1,7,36,8,1
0,41,1,0,1,6,181,12,0
1,37,1,0,1,2,110,18,1
1,49,1,0,1,6,93,15,1
1,45,1,1,1,7,93,15,0
0,54,1,1,1,3,135,18,1
0,49,1,1,1,3,198,16,0
0,31,1,1,1,5,131,18,1
1,53,1,1,1,4,193,18,0
0,51,1,1,1,2,111.5,20,1
1,45,1,1,1,6,149,15,1
0,42,0,1,0,3,15,12,0
0,36,1,1,1,5,106,12,0
1,31,1,1,1,7,133,15,0
1,47,0,0,1,5,157,15,1
1,36,1,1,1,2,59,15,0
0,30,1,1,1,4,57.5,9,0
1,56,1,1,1,4,113,20,0
1,41,1,1,1,2,105,15,1
0,54,1,1,1,2,81,20,1
0,58,1,1,0,3,102,9,1
0,53,0,1,1,2,105,8,1
1,53,1,0,1,3,75,16,0
0,42,1,1,1,2,33,8,1
1,37,1,1,1,4,112,15,0
0,37,1,1,1,4,159,12,1
1,66,0,1,1,2,113,20,0
0,47,1,1,0,1,53,20,1
1,51,1,1,1,5,111,20,0
0,38,1,1,1,3,95,9,1
1,34,1,1,1,6,99,15,0
0,64,0,1,1,2,39,10,1
0,52,1,1,1,6,135,9,0
0,45,1,1,1,4,186,15,0
0,35,1,1,0,4,207,8,0
1,62,1,1,1,4,8,20,0
0,34,1,1,1,5,168,12,1
0,55,1,1,1,2,101,20,1
0,55,1,1,1,6,169,12,0
1,40,1,1,1,5,123,18,0
0,45,0,1,1,5,68,8,1
0,31,1,1,1,5,95,12,1
1,47,0,1,1,7,75,20,0
0,42,1,0,0,1,141,20,0
0,35,1,1,1,5,110,12,0
0,49,0,1,0,1,136.5,9,0
0,51,1,1,0,1,21,20,1
1,40,1,1,1,3,187,18,0
1,36,1,1,1,4,150,15,1
1,41,1,1,1,5,111,15,0
0,59,1,1,1,6,59,8,1
1,61,1,0,1,5,27,16,1
1,43,1,1,1,5,172,15,1
0,53,1,1,1,3,156,18,1
0,44,1,1,1,4,274,18,0
1,44,1,1,1,5,154,15,1
1,60,0,1,1,3,23,20,0
1,40,1,1,1,4,141,15,1
0,76,1,0,1,3,144,20,1
1,42,1,1,1,3,140,15,0
0,44,1,1,1,4,36,8,1
0,49,1,1,1,3,258,20,1
0,37,1,1,1,7,265,8,0
0,49,1,0,0,5,4,20,1
1,51,1,1,1,2,114,18,1
0,36,1,1,1,3,92,9,0
1,52,1,1,1,7,126,15,1
0,57,1,1,1,5,118,20,1
0,38,1,0,1,2,139,18,1
1,39,1,1,1,3,151,18,0
0,56,1,1,1,2,74,20,1
0,35,1,1,0,2,99,8,1
0,69,1,0,1,5,93,20,0
1,62,1,1,1,3,20,16,0
0,38,1,1,1,3,148,18,1
0,47,1,1,0,4,26,12,0
0,54,1,1,1,3,30,8,0
0,47,1,1,1,5,83,12,0
0,50,1,1,1,6,233,18,1
1,44,1,1,1,6,123,15,0
0,28,1,1,0,1,130.5,8,0
0,45,1,0,0,1,199,18,0
0,54,1,1,1,3,100,9,1
1,49,1,1,1,2,15,15,0
0,37,1,0,1,5,127,8,0
1,57,1,1,1,5,46,20,0
1,44,1,1,1,5,136,20,0
1,38,1,0,0,2,102,15,1
1,48,1,1,1,5,23,15,1
1,49,0,1,1,4,102,20,0
0,43,1,0,1,2,61,12,0
0,53,1,1,1,2,183.5,8,1
0,53,0,0,0,1,33,20,0
1,51,1,1,0,1,104,20,0
0,74,0,1,1,2,116,20,1
1,60,1,1,0,7,21,13,0
1,45,1,1,0,1,5,18,1
0,62,1,1,1,5,40,8,1
1,44,1,1,1,5,65.5,15,0
1,46,1,1,0,1,47,16,1
0,53,0,0,1,4,112,20,1
1,44,0,1,1,3,128,13,0
1,42,1,0,0,3,68,15,1
1,47,1,1,1,2,48,20,0
1,63,1,1,1,4,12,13,1
0,60,1,1,1,5,80,20,1
0,54,1,1,1,3,54,20,1
1,30,0,1,0,2,112.5,18,0
0,38,1,0,0,1,20,18,0
0,55,1,1,1,5,36,8,1
